Decombinator	1	4.318703007	6.662269569	7.005401164
IMonitor	1	1.35555173	1.40742586	1.41045315
IMSEQ	1	7.83404362	11.30211689	11.80358829
LymAnalyzer	1	2.496660716	2.939145003	2.984789513
MiTCR	1	4.359197908	6.784260516	7.132667618
MiXCR	1	3.897116134	5.624296963	5.861664713
RTCR	1	4.135922973	6.188501764	6.476222549
TCRklass	1	4.17263005	6.279119416	6.585402796
Trig	0	1.238543473	1.275510204	1.279099514
Vidjil	1	3.888024883	5.599104143	5.834305718
